index,statefip,axis_x,axis_y,state_abv,state,bpld_1,bpld_2,bpld_3,bpld_4,bpld_5,bpld_pop1,bpld_pop2,bpld_pop3,bpld_pop4,bpld_pop5,bpld_share1,bpld_share2,bpld_share3,bpld_share4,bpld_share5,recent_bpld1,recent_bpld2,recent_bpld3,recent_bpld4,recent_bpld5,recent_bpld_pop1,recent_bpld_pop2,recent_bpld_pop3,recent_bpld_pop4,recent_bpld_pop5,recent_bpld_share1,recent_bpld_share2,recent_bpld_share3,recent_bpld_share4,recent_bpld_share5,language_1,language_2,language_3,language_4,language_5,updateLang,lanPop_1,lanPop_2,lanPop_3,lanPop_4,lanPop_5,lanShare_1,lanShare_2,lanShare_3,lanShare_4,lanShare_5,profEng_pop,profEng_share,engInd,stateHSocc_FB1,stateHSocc_FB2,stateHSocc_FB3,stateHSocc_FB4,stateHSocc_FB5,stateHSocc_FBpop1,stateHSocc_FBpop2,stateHSocc_FBpop3,stateHSocc_FBpop4,stateHSocc_FBpop5,stateHSocc_FBshare1,stateHSocc_FBshare2,stateHSocc_FBshare3,stateHSocc_FBshare4,stateHSocc_FBshare5,stateHSocc_NB1,stateHSocc_NB2,stateHSocc_NB3,stateHSocc_NB4,stateHSocc_NB5,stateHSocc_NBpop1,stateHSocc_NBpop2,stateHSocc_NBpop3,stateHSocc_NBpop4,stateHSocc_NBpop5,stateHSocc_NBshare1,stateHSocc_NBshare2,stateHSocc_NBshare3,stateHSocc_NBshare4,stateHSocc_NBshare5,stateLSocc_FB1,stateLSocc_FB2,stateLSocc_FB3,stateLSocc_FB4,stateLSocc_FB5,stateLSocc_FBpop1,stateLSocc_FBpop2,stateLSocc_FBpop3,stateLSocc_FBpop4,stateLSocc_FBpop5,stateLSocc_FBshare1,stateLSocc_FBshare2,stateLSocc_FBshare3,stateLSocc_FBshare4,stateLSocc_FBshare5,stateLSocc_NB1,stateLSocc_NB2,stateLSocc_NB3,stateLSocc_NB4,stateLSocc_NB5,stateLSocc_NBpop1,stateLSocc_NBpop2,stateLSocc_NBpop3,stateLSocc_NBpop4,stateLSocc_NBpop5,stateLSocc_NBshare1,stateLSocc_NBshare2,stateLSocc_NBshare3,stateLSocc_NBshare4,stateLSocc_NBshare5
32,New York,580,256,NY,New York,Dominican Republic,China,Jamaica,Mexico,India,478796.0,419011.0,240058.0,207379.0,160850.0,0.109898448,0.096175946,0.055100713,0.047599878,0.036920037,China,Dominican Republic,India,Bangladesh,Jamaica,76518.0,72884.0,33764.0,22991.0,22710.0,0.123750657,0.117873475,0.054605678,0.037182771,0.036728319,Spanish,English,Chinese,Hindi and related,Russian,Chinese,1309912.0,1061460.0,468787.0,277501.0,183005.0,30.2%,24.5%,10.8%,6.4%,4.2%,3272817,0.755295157,1,Healthcare Occupations,Management Occupations,Education Occupations,Office Administrative Occupations,Sales-Related Occupations,155359.0,146231.0,90397.0,66293.0,65366.0,0.161898062,0.152385861,0.094201811,0.069083273,0.068117253,Management Occupations,Education Occupations,Healthcare Occupations,Sales-Related Occupations,Office Administrative Occupations,523005,465845,333021,259585,228037,0.164228439,0.146279663,0.104571693,0.081512108,0.071605742,Healthcare Occupations,Transportation and Material Moving Occupations,Food Service Occupations,Grounds Maintenance Occupations,Construction and Extraction Occupations,249794.0,198189.0,168359.0,152388.0,147857.0,0.149598926,0.118693247,0.100828387,0.091263525,0.088549957,Office Administrative Occupations,Sales-Related Occupations,Healthcare Occupations,Transportation and Material Moving Occupations,Management Occupations,574164,429352,352746,348506,278761,0.149519026,0.111808293,0.091859192,0.090755045,0.072592631
33,North Carolina,460,415,NC,North Carolina,Mexico,India,Honduras,El Salvador,China,220441.0,77725.0,43980.0,36084.0,30889.0,0.254768223,0.089828387,0.050828595,0.041703023,0.035699055,India,Mexico,Honduras,China,Guatemala,26631.0,24613.0,17788.0,9348.0,5290.0,0.151889861,0.140380189,0.101453818,0.053316299,0.030171504,Spanish,English,Hindi and related,Chinese,Dravidian,Hindi,384355.0,169460.0,50437.0,31401.0,30298.0,44.8%,19.8%,5.9%,3.7%,3.5%,651565,0.759632587,1,Computer Occupations,Management Occupations,Healthcare Occupations,Education Occupations,Sales-Related Occupations,29978.0,26384.0,22385.0,21800.0,11116.0,0.157729968,0.138820052,0.117779218,0.114701226,0.058487102,Management Occupations,Education Occupations,Healthcare Occupations,Sales-Related Occupations,Office Administrative Occupations,276871,213901,181885,130914,108090,0.179155946,0.138409719,0.117693,0.084711008,0.069942199,Construction and Extraction Occupations,Production Occupations,Grounds Maintenance Occupations,Transportation and Material Moving Occupations,Food Service Occupations,75073.0,47815.0,37105.0,31785.0,27500.0,0.210275561,0.133927315,0.103929169,0.089028127,0.077026069,Sales-Related Occupations,Office Administrative Occupations,Transportation and Material Moving Occupations,Production Occupations,Healthcare Occupations,349815,346858,321392,258890,251147,0.118781313,0.117777251,0.109130152,0.087907307,0.085278131
34,North Dakota,280,256,ND,North Dakota,Canada,,,,,2329.0,,,,,0.083680652,,,,,,,,,,,,,,,,,,,,English,,,,,N/A,9485.0,,,,,34.1%,,,,,25161,0.9058539870000000,1,,,,,,,,,,,,,,,,Healthcare Occupations,Management Occupations,Education Occupations,Office Administrative Occupations,Sales-Related Occupations,21281,20574,18316,9480,7938,0.17767778,0.171774939,0.152922615,0.079149723,0.066275373,,,,,,,,,,,,,,,,Office Administrative Occupations,Transportation and Material Moving Occupations,Sales-Related Occupations,Management Occupations,Construction and Extraction Occupations,32258,32036,28554,27173,24632,0.115880907,0.115083411,0.102574974,0.097613983,0.088485911
35,Ohio,460,309,OH,Ohio,India,Mexico,China,Philippines,Bhutan,65657.0,44844.0,35950.0,16210.0,13679.0,0.119476944,0.081603244,0.065418705,0.029497558,0.024891863,India,China,Mexico,Ghana,Korea,20845.0,13088.0,10453.0,3991.0,2089.0,0.161631748,0.101484112,0.08105237,0.030946141,0.016198067,English,Spanish,Dravidian,Hindi and related,Chinese,Dravidian,118351.0,86459.0,48209.0,41011.0,36893.0,21.7%,15.9%,8.8%,7.5%,6.8%,453443,0.83213377,1,Healthcare Occupations,Computer Occupations,Education Occupations,Management Occupations,Engineering Occupations,23704.0,20804.0,17863.0,17713.0,10416.0,0.157907709,0.138588935,0.118997023,0.117997773,0.069387726,Management Occupations,Healthcare Occupations,Education Occupations,Sales-Related Occupations,Office Administrative Occupations,292965,234274,233242,136249,124576,0.173351452,0.138623178,0.138012528,0.080620423,0.073713347,Transportation and Material Moving Occupations,Production Occupations,Food Service Occupations,Office Administrative Occupations,Healthcare Occupations,28843.0,27159.0,16345.0,14576.0,13996.0,0.167251363,0.157486394,0.094779447,0.084521577,0.081158347,Office Administrative Occupations,Production Occupations,Transportation and Material Moving Occupations,Sales-Related Occupations,Healthcare Occupations,476326,428096,422466,385286,323956,0.129073471,0.116004236,0.114478633,0.104403704,0.087784678
36,Oklahoma,280,468,OK,Oklahoma,Mexico,Vietnam,India,Guatemala,China,110240.0,12835.0,11399.0,9463.0,6172.0,0.462245494,0.053818222,0.047796953,0.039679144,0.025879709,Mexico,,,,,18565.0,,,,,0.392752111,,,,,Spanish,English,Vietnamese,Hindi and related,Chinese,Vietnamese,128459.0,40126.0,11725.0,9947.0,8542.0,54.1%,16.9%,4.9%,4.2%,3.6%,174651,0.7359613780000000,0,Healthcare Occupations,Education Occupations,Computer Occupations,Management Occupations,Sales-Related Occupations,6504.0,6260.0,3905.0,3871.0,3231.0,0.164616555,0.158440903,0.098835737,0.097975194,0.081776768,Management Occupations,Education Occupations,Healthcare Occupations,Office Administrative Occupations,Sales-Related Occupations,81039,77725,62092,36729,33488,0.168739855,0.161839426,0.129288301,0.076477326,0.069728896,Construction and Extraction Occupations,Grounds Maintenance Occupations,Production Occupations,Food Service Occupations,Transportation and Material Moving Occupations,18218.0,14831.0,14799.0,11221.0,10668.0,0.164597675,0.133996502,0.133707374,0.101380534,0.096384235,Office Administrative Occupations,Sales-Related Occupations,Transportation and Material Moving Occupations,Healthcare Occupations,Production Occupations,158208,129159,115944,101988,97525,0.133409232,0.108913593,0.09777002,0.086001597,0.08223816
37,Oregon,100,309,OR,Oregon,Mexico,China,Vietnam,India,Philippines,134188.0,24596.0,23700.0,16547.0,15694.0,0.322578162,0.059126988,0.05697307,0.039777782,0.037727233,Mexico,China,India,Vietnam,,8998.0,7200.0,6652.0,4844.0,,0.130122915,0.104121476,0.096196674,0.070050612,,Spanish,English,Chinese,Vietnamese,Russian,Chinese,159797.0,78162.0,25100.0,21507.0,14084.0,38.8%,19.0%,6.1%,5.2%,3.4%,322652,0.782469332,1,Healthcare Occupations,Management Occupations,Engineering Occupations,Education Occupations,Computer Occupations,12544.0,11207.0,9282.0,8118.0,8027.0,0.147418648,0.131706059,0.10908322,0.095403746,0.094334304,Management Occupations,Education Occupations,Healthcare Occupations,Sales-Related Occupations,Office Administrative Occupations,102802,82206,81735,51644,44716,0.158710703,0.126913607,0.126186445,0.079730503,0.069034725,Production Occupations,Food Service Occupations,Grounds Maintenance Occupations,Transportation and Material Moving Occupations,Agricultural Occupations,24806.0,20380.0,19506.0,15215.0,14717.0,0.143360764,0.117781684,0.112730592,0.087931715,0.08505363,Office Administrative Occupations,Sales-Related Occupations,Transportation and Material Moving Occupations,Healthcare Occupations,Food Service Occupations,151280,131744,121670,102994,102818,0.131917536,0.11488197,0.106097348,0.089811705,0.089658231
38,Pennsylvania,520,309,PA,Pennsylvania,India,Dominican Republic,China,Mexico,Korea,91951.0,72861.0,65984.0,46012.0,31336.0,0.103200354,0.081774868,0.074056536,0.051641144,0.035169668,India,China,Dominican Republic,Brazil,Pakistan,26623.0,21004.0,16146.0,8332.0,6414.0,0.144420996,0.113939777,0.087586723,0.045198355,0.034793835,English,Spanish,Chinese,Hindi and related,Dravidian,Chinese,194683.0,190564.0,71827.0,71483.0,48441.0,22.0%,21.6%,8.1%,8.1%,5.5%,705542,0.7979123,1,Healthcare Occupations,Computer Occupations,Management Occupations,Education Occupations,Office Administrative Occupations,39554.0,30248.0,30139.0,24172.0,13088.0,0.172320053,0.131777748,0.131302878,0.105307184,0.05701888,Management Occupations,Healthcare Occupations,Education Occupations,Sales-Related Occupations,Office Administrative Occupations,343540,274130,270108,161123,145778,0.166096002,0.132537395,0.130592823,0.077900343,0.070481285,Transportation and Material Moving Occupations,Production Occupations,Food Service Occupations,Sales-Related Occupations,Office Administrative Occupations,43217.0,34665.0,32504.0,28919.0,28363.0,0.135058194,0.108332187,0.101578809,0.090375267,0.088637702,Office Administrative Occupations,Transportation and Material Moving Occupations,Sales-Related Occupations,Healthcare Occupations,Production Occupations,486253,448882,375058,356460,299822,0.132726803,0.122526079,0.102375202,0.097298719,0.081838906
39,Rhode Island,700,309,RI,Rhode Island,Dominican Republic,Guatemala,Portugal,Cape Verde,India,34487.0,14233.0,11794.0,6986.0,5616.0,0.242847383,0.100224629,0.083049908,0.049193371,0.039546233,Dominican Republic,,,,,8894.0,,,,,0.354894072,,,,,Spanish,English,Portuguese,French,Other East/Southeast Asian,Portuguese,56071.0,22317.0,17673.0,8212.0,4837.0,39.8%,15.8%,12.5%,5.8%,3.4%,107580,0.763677418,1,Education Occupations,Management Occupations,Healthcare Occupations,Computer Occupations,,4009.0,3192.0,2954.0,2933.0,,0.152410284,0.121350363,0.112302311,0.111503951,,Management Occupations,Education Occupations,Healthcare Occupations,Office Administrative Occupations,Sales-Related Occupations,28972,26408,21319,13061,12865,0.159129113,0.145046309,0.117094897,0.071737722,0.070661187,Production Occupations,Transportation and Material Moving Occupations,Healthcare Occupations,Grounds Maintenance Occupations,Office Administrative Occupations,11332.0,7789.0,6797.0,6204.0,4391.0,0.184915632,0.127100945,0.110913485,0.101236902,0.07165236,Office Administrative Occupations,Sales-Related Occupations,Healthcare Occupations,Food Service Occupations,Transportation and Material Moving Occupations,42866,33848,24116,23811,22774,0.151421815,0.119566217,0.085188456,0.084111057,0.080447912
40,South Carolina,520,415,SC,South Carolina,Mexico,Honduras,India,Guatemala,China,61323.0,21432.0,16010.0,12732.0,10968.0,0.212499127,0.074267104,0.05547855,0.044119481,0.038006794,Honduras,Mexico,Guatemala,Jamaica,China,11196.0,10481.0,5733.0,4169.0,3897.0,0.168988571,0.158196613,0.08653193,0.062925451,0.058819979,Spanish,English,Hindi and related,Chinese,"Filipino, Tagalog",Hindi,117912.0,73574.0,13545.0,9337.0,8200.0,41.3%,25.8%,4.7%,3.3%,2.9%,222918,0.781228185,1,Management Occupations,Education Occupations,Healthcare Occupations,Office Administrative Occupations,Sales-Related Occupations,8684.0,7906.0,6857.0,4108.0,3631.0,0.166730672,0.151793256,0.131652713,0.078872591,0.069714308,Management Occupations,Education Occupations,Healthcare Occupations,Sales-Related Occupations,Office Administrative Occupations,125867,100402,92894,59338,54268,0.179636016,0.143292636,0.1325773,0.084686548,0.0774507,Construction and Extraction Occupations,Grounds Maintenance Occupations,Production Occupations,Food Service Occupations,Management Occupations,27166.0,14706.0,10745.0,10646.0,9538.0,0.225526333,0.12208607,0.089202695,0.088380821,0.079182439,Office Administrative Occupations,Production Occupations,Sales-Related Occupations,Transportation and Material Moving Occupations,Food Service Occupations,178266,170737,166767,157107,121640,0.11788325,0.112904496,0.110279225,0.103891283,0.080437765
41,South Dakota,280,309,SD,South Dakota,Mexico,,,,,4504.0,,,,,0.126350045,,,,,,,,,,,,,,,,,,,,English,Spanish,,,,N/A,9703.0,7440.0,,,,27.3%,21.0%,,,,31708,0.8931579590000000,1,,,,,,,,,,,,,,,,Management Occupations,Education Occupations,Healthcare Occupations,Sales-Related Occupations,Office Administrative Occupations,24880,21721,17896,10272,9140,0.180782422,0.157828569,0.13003546,0.074638143,0.066412836,,,,,,,,,,,,,,,,Office Administrative Occupations,Management Occupations,Sales-Related Occupations,Transportation and Material Moving Occupations,Production Occupations,40548,36294,29536,25288,24642,0.139292821,0.12467923,0.101463765,0.08687079,0.084651612
42,Tennessee,400,415,TN,Tennessee,Mexico,India,Guatemala,Honduras,China,90399.0,25162.0,22860.0,20269.0,14979.0,0.240307838,0.066888191,0.060768779,0.05388112,0.039818704,Mexico,India,Honduras,Guatemala,China,14214.0,8905.0,8715.0,5944.0,4745.0,0.167530999,0.104957335,0.102717929,0.070057988,0.05592617,Spanish,English,Arabic,Hindi and related,Chinese,Arabic,152268.0,84310.0,18385.0,17790.0,12314.0,41.0%,22.7%,5.0%,4.8%,3.3%,284536,0.766429007,1,Healthcare Occupations,Education Occupations,Computer Occupations,Management Occupations,Office Administrative Occupations,11704.0,9240.0,8004.0,7201.0,6787.0,0.143904001,0.11360842,0.098411448,0.088538334,0.08344809,Management Occupations,Education Occupations,Healthcare Occupations,Sales-Related Occupations,Office Administrative Occupations,163563,135357,121221,81701,78374,0.1702905,0.140924364,0.126206934,0.085061438,0.081597596,Construction and Extraction Occupations,Grounds Maintenance Occupations,Food Service Occupations,Production Occupations,Transportation and Material Moving Occupations,35164.0,19209.0,17268.0,14552.0,13852.0,0.228388086,0.124761313,0.112154633,0.09451437,0.089967914,Office Administrative Occupations,Transportation and Material Moving Occupations,Production Occupations,Sales-Related Occupations,Healthcare Occupations,259975,230182,229640,226817,165515,0.127794862,0.113149635,0.112883203,0.111495517,0.08136154
43,Texas,280,521,TX,Texas,Mexico,India,El Salvador,Vietnam,Honduras,2429667.0,295205.0,240462.0,186421.0,151354.0,0.490941197,0.059649449,0.048588019,0.037668433,0.030582756,Mexico,India,Honduras,El Salvador,Nigeria,229942.0,98364.0,57840.0,57181.0,37384.0,0.256933361,0.109910294,0.06462945,0.063893095,0.041772258,Spanish,English,Hindi and related,Vietnamese,Chinese,Hindi,3049108.0,515911.0,245046.0,176352.0,143494.0,62.1%,10.5%,5.0%,3.6%,2.9%,3269867,0.66586262,0,Management Occupations,Healthcare Occupations,Computer Occupations,Education Occupations,Sales-Related Occupations,123122.0,116745.0,113888.0,95254.0,62402.0,0.137623996,0.130495876,0.127302364,0.106473543,0.069752052,Management Occupations,Education Occupations,Healthcare Occupations,Sales-Related Occupations,Office Administrative Occupations,629040,590281,360235,317510,236057,0.174901724,0.164124966,0.100161709,0.08828222,0.065634578,Construction and Extraction Occupations,Grounds Maintenance Occupations,Transportation and Material Moving Occupations,Production Occupations,Food Service Occupations,425277.0,257191.0,235919.0,204070.0,202322.0,0.196737573,0.118979238,0.109138593,0.094404913,0.093596272,Office Administrative Occupations,Sales-Related Occupations,Transportation and Material Moving Occupations,Healthcare Occupations,Management Occupations,1049153,924427,809395,582494,579620,0.143686697,0.126604855,0.110850655,0.079775438,0.079381831
44,Utah,160,362,UT,Utah,Mexico,India,Venezuela,Brazil,Canada,104265.0,13318.0,9906.0,7821.0,6798.0,0.383138448,0.048939124,0.036401186,0.028739518,0.02498034,Venezuela,Mexico,India,Brazil,China,8879.0,8539.0,6082.0,4291.0,2524.0,0.158155352,0.152099177,0.10833437,0.076432556,0.04495823,Spanish,English,Hindi and related,Chinese,"Micronesian, Polynesian",Hindi,145396.0,41176.0,12087.0,8290.0,7198.0,53.7%,15.2%,4.5%,3.1%,2.7%,209360,0.773142397,1,Education Occupations,Computer Occupations,Office Administrative Occupations,Management Occupations,Healthcare Occupations,6039.0,5639.0,4816.0,4550.0,3331.0,0.123322919,0.115154482,0.098347932,0.09291593,0.068022624,Management Occupations,Education Occupations,Healthcare Occupations,Sales-Related Occupations,Computer Occupations,88605,70117,51587,39952,31793,0.186982453,0.147967368,0.108863652,0.084310398,0.067092523,Production Occupations,Transportation and Material Moving Occupations,Food Service Occupations,Construction and Extraction Occupations,Office Administrative Occupations,17717.0,15614.0,14957.0,14664.0,13764.0,0.135454178,0.119375825,0.114352778,0.112112664,0.105231769,Office Administrative Occupations,Sales-Related Occupations,Transportation and Material Moving Occupations,Management Occupations,Construction and Extraction Occupations,152209,100747,89771,88124,66632,0.16048184,0.106222786,0.094650216,0.092913702,0.070253573
45,Vermont,640,203,VT,Vermont,Canada,,,,,5664.0,,,,,0.208503589,,,,,,,,,,,,,,,,,,,,English,Chinese,French,,,Chinese,9180.0,3259.0,2247.0,,,34.9%,12.4%,8.5%,,,23608,0.897403717,1,,,,,,,,,,,,,,,,Management Occupations,Education Occupations,Healthcare Occupations,Community Service Occupations,Office Administrative Occupations,19732,18447,13672,9383,8647,0.158205315,0.147902563,0.109618038,0.075230107,0.069329076,,,,,,,,,,,,,,,,Sales-Related Occupations,Office Administrative Occupations,Construction and Extraction Occupations,Management Occupations,Production Occupations,23403,20708,18009,17425,16161,0.121780261,0.10775651,0.09371195,0.090673037,0.084095664
46,Virginia,520,362,VA,Virginia,El Salvador,India,Mexico,Vietnam,China,111540.0,96096.0,68799.0,48193.0,48191.0,0.1023966,0.088218607,0.063159257,0.044242419,0.044240583,El Salvador,India,Afghanistan,Guatemala,China,20761.0,20163.0,13986.0,13952.0,12713.0,0.102647647,0.099690981,0.069150329,0.068982229,0.062856294,Spanish,English,Hindi and related,Chinese,Dravidian,Hindi,337112.0,176914.0,93590.0,53278.0,48004.0,31.3%,16.4%,8.7%,4.9%,4.5%,883178,0.8187421560000000,1,Computer Occupations,Management Occupations,Healthcare Occupations,Education Occupations,Sales-Related Occupations,58428.0,40694.0,33481.0,26920.0,22338.0,0.180956632,0.126032874,0.10369359,0.083373599,0.069182739,Management Occupations,Education Occupations,Business Operations Specialists,Healthcare Occupations,Computer Occupations,261475,202607,138321,135557,108493,0.173205838,0.134210601,0.091626368,0.089795448,0.071867757,Construction and Extraction Occupations,Food Service Occupations,Grounds Maintenance Occupations,Transportation and Material Moving Occupations,Sales-Related Occupations,53320.0,47781.0,40108.0,38466.0,29448.0,0.134247452,0.12030153,0.100982688,0.09684851,0.074143268,Office Administrative Occupations,Sales-Related Occupations,Transportation and Material Moving Occupations,Healthcare Occupations,Food Service Occupations,276960,238171,211316,174520,159477,0.129387543,0.111266471,0.09872061,0.081530601,0.074502952
47,Washington,100,256,WA,Washington,Mexico,India,China,Philippines,Vietnam,253578.0,93291.0,86178.0,76851.0,56960.0,0.223948106,0.082390197,0.076108336,0.067871168,0.050304379,India,Mexico,China,Philippines,Vietnam,32263.0,29078.0,27536.0,9658.0,7712.0,0.142025769,0.128004998,0.121216923,0.042515725,0.033949189,Spanish,English,Chinese,Hindi and related,"Filipino, Tagalog",Chinese,289273.0,213352.0,104841.0,73680.0,60131.0,25.7%,19.0%,9.3%,6.6%,5.3%,905602,0.805277348,1,Computer Occupations,Management Occupations,Healthcare Occupations,Engineering Occupations,Education Occupations,76317.0,48420.0,33254.0,16668.0,16585.0,0.253834099,0.16104731,0.110604443,0.055438589,0.055162527,Management Occupations,Education Occupations,Healthcare Occupations,Business Operations Specialists,Computer Occupations,200495,133457,127800,87330,81828,0.170870498,0.113737822,0.108916678,0.074426398,0.069737352,Transportation and Material Moving Occupations,Grounds Maintenance Occupations,Healthcare Occupations,Production Occupations,Food Service Occupations,48619.0,47010.0,43793.0,40241.0,37737.0,0.11139369,0.107707217,0.100336574,0.092198387,0.086461335,Office Administrative Occupations,Sales-Related Occupations,Transportation and Material Moving Occupations,Management Occupations,Food Service Occupations,242871,207469,194904,164637,155037,0.126801223,0.10831809,0.101757988,0.085955806,0.080943711
48,West Virginia,460,362,WV,West Virginia,Philippines,China,,,,2472.0,2356.0,,,,0.089682192,0.085473806,,,,,,,,,,,,,,,,,,,English,Spanish,,,,N/A,8530.0,4782.0,,,,31.2%,17.5%,,,,25552,0.9350458980000000,1,,,,,,,,,,,,,,,,Education Occupations,Healthcare Occupations,Management Occupations,Sales-Related Occupations,Office Administrative Occupations,37695,30538,26098,14395,13861,0.191692561,0.155296654,0.132717669,0.073203728,0.07048814,,,,,,,,,,,,,,,,Office Administrative Occupations,Transportation and Material Moving Occupations,Sales-Related Occupations,Healthcare Occupations,Construction and Extraction Occupations,64231,62200,61448,61246,48229,0.119147964,0.115380481,0.113985524,0.113610819,0.089464389
49,Wisconsin,400,203,WI,Wisconsin,Mexico,India,China,Thailand,Laos,89428.0,26534.0,15088.0,10936.0,10359.0,0.305240005,0.090567142,0.051499099,0.03732729,0.035357844,Mexico,India,China,,,10522.0,9629.0,5238.0,,,0.194786921,0.178255394,0.096967675,,,Spanish,English,Hindi and related,Tibetan,Chinese,Hindi,100560.0,64257.0,20522.0,19202.0,12775.0,34.4%,22.0%,7.0%,6.6%,4.4%,230381,0.789173305,1,Education Occupations,Management Occupations,Computer Occupations,Healthcare Occupations,Sales-Related Occupations,8901.0,8160.0,8057.0,7513.0,4443.0,0.14344421,0.131502613,0.129842713,0.121075869,0.071601234,Management Occupations,Education Occupations,Healthcare Occupations,Office Administrative Occupations,Sales-Related Occupations,154794,137691,115407,71876,67754,0.16630049,0.147926152,0.123985693,0.077218853,0.072790444,Production Occupations,Transportation and Material Moving Occupations,Grounds Maintenance Occupations,Food Service Occupations,Construction and Extraction Occupations,26359.0,15346.0,11827.0,9941.0,9546.0,0.218113363,0.126983866,0.09786512,0.082258999,0.078990482,Office Administrative Occupations,Production Occupations,Transportation and Material Moving Occupations,Sales-Related Occupations,Healthcare Occupations,236176,231179,218586,191447,167044,0.124412507,0.121780194,0.115146473,0.100850224,0.087995239
50,Wyoming,220,309,WY,Wyoming,Mexico,,,,,8596.0,,,,,0.51203239,,,,,,,,,,,,,,,,,,,,Spanish,English,,,,N/A,9238.0,3064.0,,,,55.0%,18.3%,,,,14524,0.8651417490000000,1,,,,,,,,,,,,,,,,Education Occupations,Management Occupations,Healthcare Occupations,Sales-Related Occupations,Office Administrative Occupations,13676,11392,8701,5366,4346,0.188947216,0.157391548,0.120212764,0.074136503,0.06004421,,,,,,,,,,,,,,,,Construction and Extraction Occupations,Office Administrative Occupations,Transportation and Material Moving Occupations,Food Service Occupations,Sales-Related Occupations,24984,21393,19188,18298,17600,0.125915363,0.107817292,0.096704446,0.092218988,0.088701181