ID,Education,Field2,fieldText2,Field,fieldText,profCode,STEM,FieldNew,FieldOld,fieldTextNew,row,col,professionExtra,postsecondary,proftext,profTotal,profession,professionExtra2,professionExtra3,engineering,degreeTotal,educationText,fieldTotal,stemText,stemNumber,engineeringName,engineeringTotal
144,3,6,business,2,bio,11,2,4,3,Social Science,2,8,1,0,other,"207,684",11,1,1,0,"150,291",Bachelors,"18,257",STEM Degree,"143,278",,
145,3,6,business,2,bio,11,2,5,3,Medical & Health,2,8,1,0,other,"207,684",11,1,1,0,"150,291",Bachelors,"17,572",STEM Degree,"143,278",,
146,3,6,business,2,bio,11,2,5,3,Medical & Health,2,8,1,0,other,"207,684",11,1,1,0,"150,291",Bachelors,"17,572",STEM Degree,"143,278",,
147,3,6,business,2,bio,11,2,5,3,Medical & Health,2,8,1,0,other,"207,684",11,1,1,0,"150,291",Bachelors,"17,572",STEM Degree,"143,278",,
148,3,6,business,2,bio,11,2,5,3,Medical & Health,2,8,1,0,other,"207,684",11,1,1,0,"150,291",Bachelors,"17,572",STEM Degree,"143,278",,
149,3,6,business,2,bio,11,2,5,3,Medical & Health,2,8,1,0,other,"207,684",11,1,1,0,"150,291",Bachelors,"17,572",STEM Degree,"143,278",,
150,3,6,business,2,bio,11,2,5,3,Medical & Health,2,8,1,0,other,"207,684",11,1,1,0,"150,291",Bachelors,"17,572",STEM Degree,"143,278",,
151,3,6,business,2,phySci,11,2,5,9,Medical & Health,2,8,1,0,other,"207,684",11,1,1,0,"150,291",Bachelors,"17,572",STEM Degree,"143,278",,
152,3,6,business,2,phySci,11,2,5,9,Medical & Health,2,8,1,0,other,"207,684",11,1,1,0,"150,291",Bachelors,"17,572",STEM Degree,"143,278",,
153,3,6,business,2,phySci,11,2,5,9,Medical & Health,2,8,1,0,other,"207,684",11,1,1,0,"150,291",Bachelors,"17,572",STEM Degree,"143,278",,
154,3,6,business,2,phySci,11,2,5,9,Medical & Health,2,8,1,0,other,"207,684",11,1,1,0,"150,291",Bachelors,"17,572",STEM Degree,"143,278",,
155,3,6,business,2,phySci,11,2,5,9,Medical & Health,2,8,1,0,other,"207,684",11,1,1,0,"150,291",Bachelors,"17,572",STEM Degree,"143,278",,
156,3,6,business,2,phySci,11,2,5,9,Medical & Health,2,8,1,0,other,"207,684",11,1,1,0,"150,291",Bachelors,"17,572",STEM Degree,"143,278",,
157,3,6,business,2,phySci,11,2,5,9,Medical & Health,2,8,1,0,other,"207,684",11,1,1,0,"150,291",Bachelors,"17,572",STEM Degree,"143,278",,
158,3,6,business,2,phySci,11,2,5,9,Medical & Health,2,8,1,0,other,"207,684",11,1,1,0,"150,291",Bachelors,"17,572",STEM Degree,"143,278",,
159,3,6,business,2,phySci,11,2,5,9,Medical & Health,2,8,1,0,other,"207,684",11,1,1,0,"150,291",Bachelors,"17,572",STEM Degree,"143,278",,
160,3,6,business,2,phySci,11,2,5,9,Medical & Health,2,8,1,0,other,"207,684",11,1,1,0,"150,291",Bachelors,"17,572",STEM Degree,"143,278",,
161,3,6,business,2,phySci,11,2,5,9,Medical & Health,2,8,1,0,other,"207,684",11,1,1,0,"150,291",Bachelors,"17,572",STEM Degree,"143,278",,
162,3,6,business,2,phySci,11,2,5,9,Medical & Health,2,8,1,0,other,"207,684",11,1,1,0,"150,291",Bachelors,"17,572",STEM Degree,"143,278",,
163,3,6,business,2,ed,11,1,6,9,Education,2,8,1,0,other,"207,684",11,1,1,0,"150,291",Bachelors,"12,934",non-STEM Degree,"127,051",,
164,3,6,business,2,ed,11,1,6,4,Education,2,8,1,0,other,"207,684",11,1,1,0,"150,291",Bachelors,"12,934",non-STEM Degree,"127,051",,
165,3,6,business,2,ed,11,1,6,4,Education,2,8,1,0,other,"207,684",11,1,1,0,"150,291",Bachelors,"12,934",non-STEM Degree,"127,051",,
166,3,6,business,2,ed,11,1,6,4,Education,2,8,1,0,other,"207,684",11,1,1,0,"150,291",Bachelors,"12,934",non-STEM Degree,"127,051",,
167,3,6,business,2,ed,11,1,6,4,Education,2,8,1,0,other,"207,684",11,1,1,0,"150,291",Bachelors,"12,934",non-STEM Degree,"127,051",,
168,3,6,business,2,ed,11,1,6,4,Education,2,8,1,0,other,"207,684",11,1,1,0,"150,291",Bachelors,"12,934",non-STEM Degree,"127,051",,
169,3,6,business,2,ed,11,1,6,4,Education,2,8,1,0,other,"207,684",11,1,1,0,"150,291",Bachelors,"12,934",non-STEM Degree,"127,051",,
170,3,6,business,2,ed,11,1,6,4,Education,2,8,1,0,other,"207,684",11,1,1,0,"150,291",Bachelors,"12,934",non-STEM Degree,"127,051",,
171,3,6,business,2,ed,11,1,6,4,Education,2,8,1,0,other,"207,684",11,1,1,0,"150,291",Bachelors,"12,934",non-STEM Degree,"127,051",,
172,3,7,socsci,4,ed,11,1,6,4,Education,2,8,1,0,other,"207,684",11,1,1,0,"150,291",Bachelors,"12,934",non-STEM Degree,"127,051",,
173,3,7,socsci,4,ed,11,1,6,4,Education,2,8,1,0,other,"207,684",11,1,1,0,"150,291",Bachelors,"12,934",non-STEM Degree,"127,051",,
174,3,7,socsci,4,ed,11,1,6,4,Education,2,8,1,0,other,"207,684",11,1,1,0,"150,291",Bachelors,"12,934",non-STEM Degree,"127,051",,
175,3,7,socsci,4,ed,11,1,6,4,Education,2,8,1,0,other,"207,684",11,1,1,0,"150,291",Bachelors,"12,934",non-STEM Degree,"127,051",,
176,3,7,socsci,4,NonSTEMother,11,1,7,10,Biology & Life Science,2,8,1,0,other,"207,684",11,1,1,0,"150,291",Bachelors,"14,624",non-STEM Degree,"127,051",,
177,3,7,socsci,4,NonSTEMother,11,1,7,10,Biology & Life Science,2,8,1,0,other,"207,684",11,1,1,0,"150,291",Bachelors,"14,624",non-STEM Degree,"127,051",,
178,3,7,socsci,4,NonSTEMother,11,1,7,10,Biology & Life Science,2,8,1,0,other,"207,684",11,1,1,0,"150,291",Bachelors,"14,624",non-STEM Degree,"127,051",,
179,3,7,socsci,4,NonSTEMother,11,1,7,10,Biology & Life Science,2,8,1,0,other,"207,684",11,1,1,0,"150,291",Bachelors,"14,624",non-STEM Degree,"127,051",,
180,3,7,socsci,4,NonSTEMother,11,1,7,10,Biology & Life Science,2,8,1,0,other,"207,684",11,1,1,0,"150,291",Bachelors,"14,624",non-STEM Degree,"127,051",,
181,3,7,socsci,4,NonSTEMother,11,1,7,10,Biology & Life Science,2,8,1,0,other,"207,684",11,1,1,0,"150,291",Bachelors,"14,624",non-STEM Degree,"127,051",,
182,3,7,socsci,4,NonSTEMother,11,1,7,10,Biology & Life Science,2,8,1,0,other,"207,684",11,1,1,0,"150,291",Bachelors,"14,624",non-STEM Degree,"127,051",,
183,3,7,socsci,4,NonSTEMother,11,1,7,10,Biology & Life Science,2,8,1,0,other,"207,684",11,1,1,0,"150,291",Bachelors,"14,624",non-STEM Degree,"127,051",,
184,3,7,socsci,4,NonSTEMother,11,1,7,10,Biology & Life Science,2,8,1,0,other,"207,684",11,1,1,0,"150,291",Bachelors,"14,624",non-STEM Degree,"127,051",,
185,3,7,socsci,4,NonSTEMother,11,1,7,10,Biology & Life Science,2,8,1,0,other,"207,684",11,1,1,0,"150,291",Bachelors,"14,624",non-STEM Degree,"127,051",,
186,3,7,socsci,4,NonSTEMother,11,1,7,10,Biology & Life Science,2,8,1,0,other,"207,684",11,1,1,0,"150,291",Bachelors,"14,624",non-STEM Degree,"127,051",,
187,3,7,socsci,4,NonSTEMother,11,1,7,10,Biology & Life Science,2,8,1,0,other,"207,684",11,1,1,0,"150,291",Bachelors,"14,624",non-STEM Degree,"127,051",,
188,3,7,socsci,4,NonSTEMother,11,1,7,10,Biology & Life Science,2,8,1,0,other,"207,684",11,1,1,0,"150,291",Bachelors,"14,624",non-STEM Degree,"127,051",,
189,3,7,socsci,4,NonSTEMother,11,1,7,10,Biology & Life Science,2,10,1,0,other,"207,684",11,1,1,0,"150,291",Bachelors,"14,624",non-STEM Degree,"127,051",,
190,3,8,ed,6,NonSTEMother,11,1,7,10,Biology & Life Science,2,10,1,0,other,"207,684",11,1,1,0,"150,291",Bachelors,"14,624",non-STEM Degree,"127,051",,
191,3,8,ed,6,NonSTEMother,11,1,8,10,other non-STEM,2,10,1,0,other,"207,684",11,1,1,0,"150,291",Bachelors,"50,798",non-STEM Degree,"127,051",,
192,3,8,ed,6,NonSTEMother,11,1,8,10,other non-STEM,2,10,1,0,other,"207,684",11,1,1,0,"150,291",Bachelors,"50,798",non-STEM Degree,"127,051",,
193,3,8,ed,6,NonSTEMother,11,1,8,10,other non-STEM,2,10,1,0,other,"207,684",11,1,1,0,"150,291",Bachelors,"50,798",non-STEM Degree,"127,051",,
194,3,8,ed,6,NonSTEMother,11,1,8,10,other non-STEM,2,10,1,0,other,"207,684",11,1,1,0,"150,291",Bachelors,"50,798",non-STEM Degree,"127,051",,
195,3,8,ed,6,NonSTEMother,11,1,8,10,other non-STEM,2,10,1,0,other,"207,684",11,1,1,0,"150,291",Bachelors,"50,798",non-STEM Degree,"127,051",,
196,3,8,ed,6,NonSTEMother,11,1,8,10,other non-STEM,2,10,1,0,other,"207,684",11,1,1,0,"150,291",Bachelors,"50,798",non-STEM Degree,"127,051",,
197,3,8,ed,6,NonSTEMother,11,1,8,10,other non-STEM,2,10,1,0,other,"207,684",11,1,1,0,"150,291",Bachelors,"50,798",non-STEM Degree,"127,051",,
198,3,8,ed,6,NonSTEMother,11,1,8,10,other non-STEM,2,10,1,0,other,"207,684",11,1,1,0,"150,291",Bachelors,"50,798",non-STEM Degree,"127,051",,
199,3,8,ed,6,NonSTEMother,11,1,8,10,other non-STEM,2,10,1,0,other,"207,684",11,1,1,0,"150,291",Bachelors,"50,798",non-STEM Degree,"127,051",,
200,3,8,ed,6,NonSTEMother,11,1,8,10,other non-STEM,2,10,1,0,other,"207,684",11,1,1,0,"150,291",Bachelors,"50,798",non-STEM Degree,"127,051",,
201,3,8,ed,6,NonSTEMother,11,1,8,10,other non-STEM,2,10,1,0,other,"207,684",11,1,1,0,"150,291",Bachelors,"50,798",non-STEM Degree,"127,051",,
202,3,8,ed,6,NonSTEMother,11,1,8,10,other non-STEM,2,10,1,0,other,"207,684",11,1,1,0,"150,291",Bachelors,"50,798",non-STEM Degree,"127,051",,
203,3,9,otherSTEM,8,NonSTEMother,11,1,8,10,other non-STEM,2,10,1,0,other,"207,684",11,1,1,0,"150,291",Bachelors,"50,798",non-STEM Degree,"127,051",,
204,3,9,otherSTEM,8,NonSTEMother,11,1,8,10,other non-STEM,2,10,1,0,other,"207,684",11,1,1,0,"150,291",Bachelors,"50,798",non-STEM Degree,"127,051",,
205,3,9,otherSTEM,8,NonSTEMother,11,1,8,10,other non-STEM,2,10,1,0,other,"207,684",11,1,1,0,"150,291",Bachelors,"50,798",non-STEM Degree,"127,051",,
206,3,9,otherSTEM,8,NonSTEMother,11,1,8,10,other non-STEM,2,10,1,0,other,"207,684",11,1,1,0,"150,291",Bachelors,"50,798",non-STEM Degree,"127,051",,
207,3,9,otherSTEM,8,NonSTEMother,11,1,8,10,other non-STEM,4,8,1,0,other,"207,684",11,1,1,0,"150,291",Bachelors,"50,798",non-STEM Degree,"127,051",,
208,3,9,otherSTEM,8,NonSTEMother,11,1,8,10,other non-STEM,4,8,1,0,other,"207,684",11,1,1,0,"150,291",Bachelors,"50,798",non-STEM Degree,"127,051",,
209,3,9,otherSTEM,8,NonSTEMother,11,1,8,10,other non-STEM,4,8,1,0,other,"207,684",11,1,1,0,"150,291",Bachelors,"50,798",non-STEM Degree,"127,051",,
210,3,9,otherSTEM,8,NonSTEMother,11,1,8,10,other non-STEM,4,8,1,0,other,"207,684",11,1,1,0,"150,291",Bachelors,"50,798",non-STEM Degree,"127,051",,
211,3,9,otherSTEM,8,NonSTEMother,11,1,8,10,other non-STEM,4,8,1,0,other,"207,684",11,1,1,0,"150,291",Bachelors,"50,798",non-STEM Degree,"127,051",,
212,3,9,otherSTEM,8,NonSTEMother,11,1,8,10,other non-STEM,4,8,1,0,other,"207,684",11,1,1,0,"150,291",Bachelors,"50,798",non-STEM Degree,"127,051",,
213,3,9,otherSTEM,8,NonSTEMother,11,1,8,10,other non-STEM,4,8,1,0,other,"207,684",11,1,1,0,"150,291",Bachelors,"50,798",non-STEM Degree,"127,051",,
214,3,9,otherSTEM,8,NonSTEMother,11,1,8,10,other non-STEM,4,8,1,0,other,"207,684",11,1,1,0,"150,291",Bachelors,"50,798",non-STEM Degree,"127,051",,
215,3,9,otherSTEM,8,NonSTEMother,11,1,8,10,other non-STEM,4,8,1,0,other,"207,684",11,1,1,0,"150,291",Bachelors,"50,798",non-STEM Degree,"127,051",,
216,3,9,otherSTEM,8,NonSTEMother,11,1,8,10,other non-STEM,4,8,1,0,other,"207,684",11,1,1,0,"150,291",Bachelors,"50,798",non-STEM Degree,"127,051",,
217,3,9,otherSTEM,8,NonSTEMother,11,1,8,10,other non-STEM,4,8,1,0,other,"207,684",11,1,1,0,"150,291",Bachelors,"50,798",non-STEM Degree,"127,051",,
218,3,9,otherSTEM,8,NonSTEMother,11,1,8,10,other non-STEM,4,8,1,0,other,"207,684",11,1,1,0,"150,291",Bachelors,"50,798",non-STEM Degree,"127,051",,
219,3,9,otherSTEM,8,NonSTEMother,11,1,8,10,other non-STEM,4,8,1,0,other,"207,684",11,1,1,0,"150,291",Bachelors,"50,798",non-STEM Degree,"127,051",,
220,3,9,otherSTEM,8,NonSTEMother,11,1,8,10,other non-STEM,4,10,1,0,other,"207,684",11,1,1,0,"150,291",Bachelors,"50,798",non-STEM Degree,"127,051",,
221,3,9,otherNonSTEM,8,NonSTEMother,11,1,8,10,other non-STEM,4,10,1,0,other,"207,684",11,1,1,0,"150,291",Bachelors,"50,798",non-STEM Degree,"127,051",,
222,3,9,otherNonSTEM,8,NonSTEMother,11,1,8,10,other non-STEM,4,10,1,0,other,"207,684",11,1,1,0,"150,291",Bachelors,"50,798",non-STEM Degree,"127,051",,
223,3,9,otherNonSTEM,8,NonSTEMother,11,1,8,10,other non-STEM,4,10,1,0,other,"207,684",11,1,1,0,"150,291",Bachelors,"50,798",non-STEM Degree,"127,051",,
224,3,9,otherNonSTEM,8,NonSTEMother,11,1,8,10,other non-STEM,4,10,1,0,other,"207,684",11,1,1,0,"150,291",Bachelors,"50,798",non-STEM Degree,"127,051",,
225,3,9,otherNonSTEM,8,NonSTEMother,11,1,8,10,other non-STEM,4,10,1,0,other,"207,684",11,1,1,0,"150,291",Bachelors,"50,798",non-STEM Degree,"127,051",,
226,3,9,otherNonSTEM,8,NonSTEMother,11,1,8,10,other non-STEM,4,10,1,0,other,"207,684",11,1,1,0,"150,291",Bachelors,"50,798",non-STEM Degree,"127,051",,
227,3,9,otherNonSTEM,10,STEMother,11,2,8,5,other non-STEM,4,10,1,0,other,"207,684",11,1,1,0,"150,291",Bachelors,"50,798",STEM Degree,"143,278",,
228,3,9,otherNonSTEM,10,STEMother,11,2,8,5,other non-STEM,4,10,1,0,other,"207,684",11,1,1,0,"150,291",Bachelors,"50,798",STEM Degree,"143,278",,
229,3,9,otherNonSTEM,10,STEMother,11,2,8,5,other non-STEM,4,10,1,0,other,"207,684",11,1,1,0,"150,291",Bachelors,"50,798",STEM Degree,"143,278",,
230,3,9,otherNonSTEM,10,STEMother,11,2,8,5,other non-STEM,4,10,1,0,other,"207,684",11,1,1,0,"150,291",Bachelors,"50,798",STEM Degree,"143,278",,
231,3,9,otherNonSTEM,10,STEMother,11,2,8,5,other non-STEM,4,10,1,0,other,"207,684",11,1,1,0,"150,291",Bachelors,"50,798",STEM Degree,"143,278",,
232,3,9,otherNonSTEM,10,STEMother,11,2,8,5,other non-STEM,4,10,1,0,other,"207,684",11,1,1,0,"150,291",Bachelors,"50,798",STEM Degree,"143,278",,
233,3,9,otherNonSTEM,10,STEMother,11,2,8,5,other non-STEM,4,10,1,0,other,"207,684",11,1,1,0,"150,291",Bachelors,"50,798",STEM Degree,"143,278",,
234,3,9,otherNonSTEM,10,STEMother,11,2,8,5,other non-STEM,4,10,1,0,other,"207,684",11,1,1,0,"150,291",Bachelors,"50,798",STEM Degree,"143,278",,
235,3,9,otherNonSTEM,10,STEMother,11,2,8,5,other non-STEM,4,10,1,0,other,"207,684",11,1,1,0,"150,291",Bachelors,"50,798",STEM Degree,"143,278",,
236,3,9,otherNonSTEM,10,STEMother,11,2,8,5,other non-STEM,4,10,1,0,other,"207,684",11,1,1,0,"150,291",Bachelors,"50,798",STEM Degree,"143,278",,
237,3,9,otherNonSTEM,10,STEMother,11,2,8,5,other non-STEM,4,10,1,0,other,"207,684",11,1,1,0,"150,291",Bachelors,"50,798",STEM Degree,"143,278",,
238,3,9,otherNonSTEM,10,STEMother,11,2,8,5,other non-STEM,4,10,1,0,other,"207,684",11,1,1,0,"150,291",Bachelors,"50,798",STEM Degree,"143,278",,
239,3,9,otherNonSTEM,10,STEMother,11,2,8,5,other non-STEM,4,10,1,0,other,"207,684",11,1,1,0,"150,291",Bachelors,"50,798",STEM Degree,"143,278",,
240,3,9,otherNonSTEM,10,STEMother,11,2,8,5,other non-STEM,4,10,1,0,other,"207,684",11,1,1,0,"150,291",Bachelors,"50,798",STEM Degree,"143,278",,
241,3,9,otherNonSTEM,10,STEMother,11,2,8,5,other non-STEM,4,10,1,0,other,"207,684",11,1,1,0,"150,291",Bachelors,"50,798",STEM Degree,"143,278",,
242,3,9,otherNonSTEM,10,STEMother,11,2,9,5,Physical Science,4,10,1,0,other,"207,684",11,1,1,0,"150,291",Bachelors,"11,799",STEM Degree,"143,278",,
243,3,9,otherNonSTEM,10,STEMother,11,2,9,5,Physical Science,4,10,1,0,other,"207,684",11,1,1,0,"150,291",Bachelors,"11,799",STEM Degree,"143,278",,
244,3,9,otherNonSTEM,9,computer,11,2,9,5,Physical Science,4,10,1,0,other,"207,684",11,1,1,0,"150,291",Bachelors,"11,799",STEM Degree,"143,278",,
245,3,9,otherNonSTEM,9,computer,11,2,9,5,Physical Science,4,10,1,0,other,"207,684",11,1,1,0,"150,291",Bachelors,"11,799",STEM Degree,"143,278",,
246,3,9,otherNonSTEM,9,computer,11,2,9,5,Physical Science,4,10,1,0,other,"207,684",11,1,1,0,"150,291",Bachelors,"11,799",STEM Degree,"143,278",,
247,3,9,otherNonSTEM,9,computer,11,2,9,5,Physical Science,4,10,1,0,other,"207,684",11,1,1,0,"150,291",Bachelors,"11,799",STEM Degree,"143,278",,
248,3,9,otherNonSTEM,9,computer,11,2,9,5,Physical Science,4,10,1,0,other,"207,684",11,1,1,0,"150,291",Bachelors,"11,799",STEM Degree,"143,278",,
249,3,9,otherNonSTEM,9,computer,11,2,9,5,Physical Science,4,10,1,0,other,"207,684",11,1,1,0,"150,291",Bachelors,"11,799",STEM Degree,"143,278",,
250,3,9,otherNonSTEM,9,computer,11,2,9,5,Physical Science,4,10,1,0,other,"207,684",11,1,1,0,"150,291",Bachelors,"11,799",STEM Degree,"143,278",,
251,3,9,otherNonSTEM,9,computer,11,2,9,5,Physical Science,4,10,1,0,other,"207,684",11,1,1,0,"150,291",Bachelors,"11,799",STEM Degree,"143,278",,
252,3,9,otherNonSTEM,9,computer,11,2,9,5,Physical Science,4,10,1,0,other,"207,684",11,1,1,0,"150,291",Bachelors,"11,799",STEM Degree,"143,278",,
253,3,9,otherNonSTEM,9,computer,11,2,9,5,Physical Science,4,10,1,0,other,"207,684",11,1,1,0,"150,291",Bachelors,"11,799",STEM Degree,"143,278",,
254,3,9,otherNonSTEM,9,computer,11,2,10,6,other STEM,4,10,1,0,other,"207,684",11,1,1,0,"150,291",Bachelors,"17,627",STEM Degree,"143,278",,
255,3,9,otherNonSTEM,9,computer,11,2,10,6,other STEM,4,10,1,0,other,"207,684",11,1,1,0,"150,291",Bachelors,"17,627",STEM Degree,"143,278",,
256,3,9,otherNonSTEM,9,computer,11,2,10,6,other STEM,4,10,1,0,other,"207,684",11,1,1,0,"150,291",Bachelors,"17,627",STEM Degree,"143,278",,
257,3,9,otherNonSTEM,9,computer,11,2,10,6,other STEM,4,10,1,0,other,"207,684",11,1,1,0,"150,291",Bachelors,"17,627",STEM Degree,"143,278",,
258,3,9,otherNonSTEM,9,computer,11,2,10,6,other STEM,4,10,1,0,other,"207,684",11,1,1,0,"150,291",Bachelors,"17,627",STEM Degree,"143,278",,
259,3,9,otherNonSTEM,9,computer,11,2,10,6,other STEM,4,10,1,0,other,"207,684",11,1,1,0,"150,291",Bachelors,"17,627",STEM Degree,"143,278",,
260,3,9,otherNonSTEM,9,computer,11,2,10,6,other STEM,4,10,1,0,other,"207,684",11,1,1,0,"150,291",Bachelors,"17,627",STEM Degree,"143,278",,
261,3,9,otherNonSTEM,9,computer,11,2,10,6,other STEM,4,10,1,0,other,"207,684",11,1,1,0,"150,291",Bachelors,"17,627",STEM Degree,"143,278",,
262,3,9,otherNonSTEM,9,computer,11,2,10,6,other STEM,4,10,1,0,other,"207,684",11,1,1,0,"150,291",Bachelors,"17,627",STEM Degree,"143,278",,
263,3,9,otherNonSTEM,9,computer,11,2,10,6,other STEM,4,10,1,0,other,"207,684",11,1,1,0,"150,291",Bachelors,"17,627",STEM Degree,"143,278",,
264,3,9,otherNonSTEM,9,computer,11,2,10,6,other STEM,4,10,1,0,other,"207,684",11,1,1,0,"150,291",Bachelors,"17,627",STEM Degree,"143,278",,
265,3,9,otherNonSTEM,9,computer,11,2,10,6,other STEM,4,10,1,0,other,"207,684",11,1,1,0,"150,291",Bachelors,"17,627",STEM Degree,"143,278",,
266,3,9,otherNonSTEM,9,computer,11,2,10,6,other STEM,4,10,1,0,other,"207,684",11,1,1,0,"150,291",Bachelors,"17,627",STEM Degree,"143,278",,
267,3,9,otherNonSTEM,9,computer,11,2,10,6,other STEM,4,10,1,0,other,"207,684",11,1,1,0,"150,291",Bachelors,"17,627",STEM Degree,"143,278",,
268,3,9,otherNonSTEM,9,computer,11,2,10,6,other STEM,4,10,1,0,other,"207,684",11,1,1,0,"150,291",Bachelors,"17,627",STEM Degree,"143,278",,
269,3,9,otherNonSTEM,9,computer,11,2,10,6,other STEM,4,10,1,0,other,"207,684",11,1,1,0,"150,291",Bachelors,"17,627",STEM Degree,"143,278",,
270,3,9,otherNonSTEM,9,computer,11,2,10,6,other STEM,4,10,1,0,other,"207,684",11,1,1,0,"150,291",Bachelors,"17,627",STEM Degree,"143,278",,
271,2,0,na,0,na,11,0,0,0,na,0,0,1,0,other,"207,684",11,1,1,0,"64,319",Some College,,No College Degree,"236,201",,
272,2,0,na,0,na,11,0,0,0,na,0,0,1,0,other,"207,684",11,1,1,0,"64,319",Some College,,No College Degree,"236,201",,
273,2,0,na,0,na,11,0,0,0,na,0,0,1,0,other,"207,684",11,1,1,0,"64,319",Some College,,No College Degree,"236,201",,
274,2,0,na,0,na,11,0,0,0,na,0,0,1,0,other,"207,684",11,1,1,0,"64,319",Some College,,No College Degree,"236,201",,
275,2,0,na,0,na,11,0,0,0,na,0,0,1,0,other,"207,684",11,1,1,0,"64,319",Some College,,No College Degree,"236,201",,
276,2,0,na,0,na,11,0,0,0,na,0,0,1,0,other,"207,684",11,1,1,0,"64,319",Some College,,No College Degree,"236,201",,
277,2,0,na,0,na,11,0,0,0,na,0,0,1,0,other,"207,684",11,1,1,0,"64,319",Some College,,No College Degree,"236,201",,
278,2,0,na,0,na,11,0,0,0,na,0,0,1,0,other,"207,684",11,1,1,0,"64,319",Some College,,No College Degree,"236,201",,
279,2,0,na,0,na,11,0,0,0,na,0,0,1,0,other,"207,684",11,1,1,0,"64,319",Some College,,No College Degree,"236,201",,
280,2,0,na,0,na,11,0,0,0,na,0,0,1,0,other,"207,684",11,1,1,0,"64,319",Some College,,No College Degree,"236,201",,
281,2,0,na,0,na,11,0,0,0,na,0,0,1,0,other,"207,684",11,1,1,0,"64,319",Some College,,No College Degree,"236,201",,
282,2,0,na,0,na,11,0,0,0,na,0,0,1,0,other,"207,684",11,1,1,0,"64,319",Some College,,No College Degree,"236,201",,
283,2,0,na,0,na,11,0,0,0,na,0,0,1,0,other,"207,684",11,1,1,0,"64,319",Some College,,No College Degree,"236,201",,
284,2,0,na,0,na,11,0,0,0,na,0,0,1,0,other,"207,684",11,1,1,0,"64,319",Some College,,No College Degree,"236,201",,
285,2,0,na,0,na,11,0,0,0,na,0,0,1,0,other,"207,684",11,1,1,0,"64,319",Some College,,No College Degree,"236,201",,
286,2,0,na,0,na,11,0,0,0,na,0,0,1,0,other,"207,684",11,1,1,0,"64,319",Some College,,No College Degree,"236,201",,
287,2,0,na,0,na,11,0,0,0,na,0,0,1,0,other,"207,684",11,1,1,0,"64,319",Some College,,No College Degree,"236,201",,
288,2,0,na,0,na,11,0,0,0,na,0,0,1,0,other,"207,684",11,1,1,0,"64,319",Some College,,No College Degree,"236,201",,
289,2,0,na,0,na,11,0,0,0,na,0,0,1,0,other,"207,684",11,1,1,0,"64,319",Some College,,No College Degree,"236,201",,
290,2,0,na,0,na,11,0,0,0,na,0,0,1,0,other,"207,684",11,1,1,0,"64,319",Some College,,No College Degree,"236,201",,
291,2,0,na,0,na,11,0,0,0,na,0,0,1,0,other,"207,684",11,1,1,0,"64,319",Some College,,No College Degree,"236,201",,
292,2,0,na,0,na,11,0,0,0,na,0,0,1,0,other,"207,684",11,1,1,0,"64,319",Some College,,No College Degree,"236,201",,
293,2,0,na,0,na,11,0,0,0,na,0,0,1,0,other,"207,684",11,1,1,0,"64,319",Some College,,No College Degree,"236,201",,
294,2,0,na,0,na,11,0,0,0,na,0,0,1,0,other,"207,684",11,1,1,0,"64,319",Some College,,No College Degree,"236,201",,
295,2,0,na,0,na,11,0,0,0,na,0,0,1,0,other,"207,684",11,1,1,0,"64,319",Some College,,No College Degree,"236,201",,
296,2,0,na,0,na,11,0,0,0,na,0,0,1,0,other,"207,684",11,1,1,0,"64,319",Some College,,No College Degree,"236,201",,
297,2,0,na,0,na,11,0,0,0,na,0,0,1,0,other,"207,684",11,1,1,0,"64,319",Some College,,No College Degree,"236,201",,
298,2,0,na,0,na,11,0,0,0,na,0,0,1,0,other,"207,684",11,1,1,0,"64,319",Some College,,No College Degree,"236,201",,
299,2,0,na,0,na,11,0,0,0,na,0,0,1,0,other,"207,684",11,1,1,0,"64,319",Some College,,No College Degree,"236,201",,
300,2,0,na,0,na,11,0,0,0,na,0,0,1,0,other,"207,684",11,1,1,0,"64,319",Some College,,No College Degree,"236,201",,
301,2,0,na,0,na,11,0,0,0,na,0,0,1,0,other,"207,684",11,1,1,0,"64,319",Some College,,No College Degree,"236,201",,
